1,31.91,31.91,31.91,31.91,31.91,31.91,31.34,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,31.91,32.48,32.48,32.48,32.48,32.48,32.48,32.48,31.91,32.48,32.48,32.48,32.48,32.48,32.48,32.48,32.48,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.63,33.06,33.06,33.06,33.63,33.06,33.06,33.06,33.63,33.06,33.63,33.63,33.06,33.06,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,34.21,33.63,33.63,33.63,34.21,34.21,34.21,34.21,33.63,33.63,34.21,33.63,33.63,34.21,33.63,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.78,34.78,34.78,34.21
1,35.36,35.36,35.36,35.36,35.36,35.36,34.78,34.78,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.93,35.36,35.36,35.93,35.36,35.36,35.93,35.36,35.93,35.93,35.93,35.93,35.36,36.5,35.93,35.93,35.93,35.36,35.93,35.93,35.93,35.93,35.36,35.93,35.93,35.93,35.93,35.36,35.93,35.93,35.93,35.36,35.93,36.5,35.93,35.93,36.5,35.93,35.93,36.5,35.93,35.93,35.93,35.93,35.93,35.93,36.5,35.93,36.5,35.93,36.5,36.5,35.93,36.5,35.93,36.5,35.93,35.93,36.5,36.5,35.93,36.5,36.5,36.5,35.93,36.5,36.5,36.5,36.5,35.93,35.93
1,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,37.08,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,37.08,36.5,36.5,36.5,37.08,36.5,36.5,37.08,37.08,36.5,36.5,36.5,37.08,37.08,37.08,37.08,36.5,36.5,37.08,37.08,37.08,37.08,37.08,37.08,37.08,36.5,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,36.5,36.5,37.08,37.08,37.08,37.08,37.08,36.5,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.65,37.65,37.08,37.08,37.08,37.65,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08
1,37.08,37.65,37.65,37.65,37.65,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.08,37.65,37.08,37.08,37.65,37.65,37.08,37.65,37.08,37.65,37.65,37.08,37.08,37.08,37.08,37.65,37.08,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.08,37.08,37.65,37.65,37.65,37.65,37.08,37.08,37.08,37.08,37.65,37.08,37.65,37.65,37.65,37.65,37.08,37.65,37.65,37.08,37.65,37.08,37.08,37.65,37.65,37.08,37.65,37.65,37.08,37.65,37.65,37.65,37.65,37.08,37.65,37.08,37.65,37.65,37.65,37.65,37.08,37.08,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65
1,37.65,37.65,37.65,38.23,38.23,37.65,37.65,38.23,37.65,37.65,38.23,37.65,37.65,38.23,38.23,37.65,37.65,37.65,37.65,37.65,38.23,37.65,38.23,37.65,38.23,38.23,37.65,37.65,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,38.23,38.23,37.65,37.65,38.23,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,38.23,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,38.23,37.65,38.23,37.65,38.23,37.65,37.65,38.23,37.65,37.65
1,38.23,37.65,37.65,38.23,38.23,38.23,38.23,38.23,37.65,37.65,37.65,38.23,38.23,37.65,38.23,37.65,38.23,37.65,37.65,37.65,37.65,37.65,38.23,38.23,38.23,37.65,38.23,37.65,37.65,38.23,37.65,37.65,38.23,37.65,37.65,38.23,38.23,37.65,37.65,38.23,37.65,37.65,37.65,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,37.65,38.23,38.23,37.65,38.23,38.23,37.65,37.65,38.23,37.65,37.65,38.23,37.65,37.65,37.65,37.65,38.23,38.23,38.23,37.65,38.23,38.23,37.65,37.65,38.23,38.23,37.65,37.65,38.23,37.65,38.23,37.65,37.65,37.65,38.23,37.65,37.65,37.65,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23
1,37.65,38.23,37.65,38.23,37.65,38.23,37.65,37.65,38.23,38.23,37.65,37.65,37.65,37.65,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,38.23,38.23,37.65,37.65,37.65,37.65,38.23,37.65,37.65,38.23,37.65,38.23,37.65,37.65,37.65,37.65,37.65,37.65,38.23,37.65,38.23,38.23,38.23,37.65,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,37.65,37.65,37.65,37.65,37.65,37.65,38.23,38.23,38.23,37.65,38.23,38.23,37.65,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,37.65,38.23,38.23,38.23,38.23,37.65,37.65,37.65,38.23,37.65,37.65,38.23,37.65,38.23,38.23,38.23,38.23,37.65
1,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.8,38.23,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.23,37.65,38.23,38.23,38.23,37.65,38.23,38.23,37.65,38.23,38.23,38.23
1,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,37.65,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,37.65,38.23
1,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,37.65,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.8,38.23,38.23,38.23,38.8,38.8,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.23,38.8,38.23,38.8,38.23,38.8,38.23,38.23,38.23,38.23,38.23,38.8,38.8,38.23,38.23,38.8,38.8,38.23,38.23,38.8,38.8,38.8,38.8,38.8,38.23,38.8,38.23,38.23,38.23,38.23
1,32.48,32.48,32.48,32.48,32.48,32.48,33.06,32.48,32.48,32.48,32.48,33.06,32.48,33.06,33.06,33.06,33.06,33.06,33.06,32.48,33.06,32.48,33.06,33.06,33.06,33.06,32.48,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.63,33.06,33.06,33.06,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.06,33.63,33.63,33.63,33.63,33.63,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.21,34.78,34.21,34.21,34.78,34.21,34.78,34.78,34.78,34.21,34.78,34.78,34.21,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78,34.78
1,35.93,35.93,35.93,35.36,35.93,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.36,35.93,35.36,35.93,35.93,35.36,35.93,35.36,35.93,35.36,35.36,35.36,35.36,35.36,35.93,35.36,35.93,35.36,35.36,35.36,35.36,35.93,35.93,35.93,35.36,35.93,35.93,35.93,35.93,35.93,35.93,35.93,35.93,35.93,35.36,35.93,36.5,36.5,36.5,35.93,35.93,36.5,36.5,36.5,36.5,36.5,36.5,36.5,35.93,35.93,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,35.93,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5
